province,unit_number,unit_description,order,candidate_name,votes,votes_raw,percent,percent_raw
TỈNH VĨNH PHÚC,1,"Gồm các thành phố: Vĩnh Yên, Phúc Yên và các huyện: Vĩnh Tường, Yên Lạc.",4,Bà Nguyễn Thị Trang,69827,69.827,16.52,"16,52"
TỈNH VĨNH PHÚC,1,"Gồm các thành phố: Vĩnh Yên, Phúc Yên và các huyện: Vĩnh Tường, Yên Lạc.",5,Bà Kiều Thị Vân,58277,58.277,13.79,"13,79"
TỈNH VĨNH PHÚC,2,"Gồm các huyện: Sông Lô, Tam Dương, Tam Đảo, Lập Thạch và Bình Xuyên.",1,Ông Nguyễn Văn Mạnh,349798,349.798,86.57,"86,57"
TỈNH VĨNH PHÚC,2,"Gồm các huyện: Sông Lô, Tam Dương, Tam Đảo, Lập Thạch và Bình Xuyên.",2,Bà Thái Quỳnh Mai Dung,334591,334.591,82.81,"82,81"
TỈNH VĨNH PHÚC,2,"Gồm các huyện: Sông Lô, Tam Dương, Tam Đảo, Lập Thạch và Bình Xuyên.",3,Ông Lê Tất Hiếu,333875,333.875,82.63,"82,63"
TỈNH VĨNH PHÚC,2,"Gồm các huyện: Sông Lô, Tam Dương, Tam Đảo, Lập Thạch và Bình Xuyên.",4,Bà Nguyễn Xuân Thùy,95296,95.296,23.58,"23,58"
TỈNH VĨNH PHÚC,2,"Gồm các huyện: Sông Lô, Tam Dương, Tam Đảo, Lập Thạch và Bình Xuyên.",5,Bà Nguyễn Thị Sơn,82161,82.161,20.33,"20,33"
TỈNH YÊN BÁI,1,"Gồm thành phố Yên Bái và các huyện: Yên Bình, Trấn Yên, Lục Yên.",1,Ông Đỗ Đức Duy,290902,290.902,94.97,"94,97"
TỈNH YÊN BÁI,1,"Gồm thành phố Yên Bái và các huyện: Yên Bình, Trấn Yên, Lục Yên.",2,Ông Nguyễn Thành Trung,276058,276.058,90.12,"90,12"
TỈNH YÊN BÁI,1,"Gồm thành phố Yên Bái và các huyện: Yên Bình, Trấn Yên, Lục Yên.",3,Bà Triệu Thị Huyền,258460,258.460,84.38,"84,38"
TỈNH YÊN BÁI,1,"Gồm thành phố Yên Bái và các huyện: Yên Bình, Trấn Yên, Lục Yên.",4,Bà Nguyễn Thị Hiểu,43737,43.737,14.28,"14,28"
TỈNH YÊN BÁI,1,"Gồm thành phố Yên Bái và các huyện: Yên Bình, Trấn Yên, Lục Yên.",5,Bà Đặng Hoàng Hà,43733,43.733,14.28,"14,28"
TỈNH YÊN BÁI,2,"Gồm thị xã Nghĩa Lộ và các huyện: Văn Chấn, Trạm Tấu, Mù Cang Chải, Văn Yên.",1,Bà Phạm Thị Thanh Trà,273220,273.220,96.59,"96,59"
TỈNH YÊN BÁI,2,"Gồm thị xã Nghĩa Lộ và các huyện: Văn Chấn, Trạm Tấu, Mù Cang Chải, Văn Yên.",2,Ông Nguyễn Quốc Luận,267249,267.249,94.48,"94,48"
TỈNH YÊN BÁI,2,"Gồm thị xã Nghĩa Lộ và các huyện: Văn Chấn, Trạm Tấu, Mù Cang Chải, Văn Yên.",3,Bà Khang Thị Mào,256545,256.545,90.7,"90,70"
TỈNH YÊN BÁI,2,"Gồm thị xã Nghĩa Lộ và các huyện: Văn Chấn, Trạm Tấu, Mù Cang Chải, Văn Yên.",4,Bà Sùng Thị Tường Vy,26056,26.056,9.21,"9,21"
TỈNH YÊN BÁI,2,"Gồm thị xã Nghĩa Lộ và các huyện: Văn Chấn, Trạm Tấu, Mù Cang Chải, Văn Yên.",5,Bà Giàng Thị Dùa,22435,22.435,7.93,"7,93"
